dataset,qid,question_type,question,answer,gold_doc_id,gold_rank,top10_doc_ids,failed_retrievers,failure_type,failure_label,secondary_failure_label,needs_gold_check,annotation_note,annotator,annotated
korquad2,korquad2_q_002037,comparison,"공립 학교 구역, 사립 학교, 지역 공동체 대학, 직업 학교에 공통적으로 들어가는 것은?",&lt;school-name&gt;.,korquad2_chunk_000236272,,"[""korquad2_chunk_000103004"", ""korquad2_chunk_000296306"", ""korquad2_chunk_000384110"", ""korquad2_chunk_000211431"", ""korquad2_chunk_000443352"", ""korquad2_chunk_000071131"", ""korquad2_chunk_000506359"", ""korquad2_chunk_000442560"", ""korquad2_chunk_000446430"", ""korquad2_chunk_000093515""]","[""bm25"", ""dense"", ""hybrid""]",expression_mismatch,,,False,,,False
korquad2,korquad2_q_002061,how,스코어 보딩 방식과 유사하지만 레지스터 리네이밍을 사용한다는 차이점이 있는 알고리즘 방식은?,<a>토마줄로 알고리즘</a>,korquad2_chunk_000239255,,"[""korquad2_chunk_000468460"", ""korquad2_chunk_000418402"", ""korquad2_chunk_000038020"", ""korquad2_chunk_000289890"", ""korquad2_chunk_000213025"", ""korquad2_chunk_000445001"", ""korquad2_chunk_000412796"", ""korquad2_chunk_000378359"", ""korquad2_chunk_000401605"", ""korquad2_chunk_000254442""]","[""bm25"", ""dense"", ""hybrid""]",expression_mismatch,,,False,,,False
korquad2,korquad2_q_002082,why,베트남에 라이따이한들이 탄생한 원인은 무엇입니까?,"<p>이러한 상황 속에서 라이따이한은 대한민국 국민 남성과 남베트남 국민 여성과의 사이에서, 대한민국 국군 병사나 민간인에 의한  매춘 또는 대한민국 국군 병사에 의한 강간 등을 통하여 태어났다. 각지의 대한민국 국군의 학살 및 폭행 사건의 생존자들의 증언 중의 공통점으로는 부녀자에 대한 강간이 포함되어 있다.<sup><a>[1]</a></sup> 전투 종료 후의 치안 유지에 들어가면서 대한민국 국군은 병사의 행동을 엄격하게 통제하였으나, 맹호 사단의 한 병사가 마을의 처녀를 강간하고는 군법 회의에 회부되기도 하였다.<sup><a>[2]</a></sup>
</p>",korquad2_chunk_000242092,,"[""korquad2_chunk_000310676"", ""korquad2_chunk_000253537"", ""korquad2_chunk_000165750"", ""korquad2_chunk_000327616"", ""korquad2_chunk_000111730"", ""korquad2_chunk_000522109"", ""korquad2_chunk_000367713"", ""korquad2_chunk_000430543"", ""korquad2_chunk_000152960"", ""korquad2_chunk_000416602""]","[""bm25"", ""hybrid""]",unlabeled,,,False,,,False
korquad2,korquad2_q_002120,how,매가데스의 편집 음반 내용은 어떻게 돼?,"<table>
<tbody><tr>
<th>발매시기</th>
<th>제목</th>
<th>레이블</th>
<th>순위</th>
<th>판매량(미국)</th>
<th>기록
</th></tr>
<tr>
<td>2000년 10월 24일</td>
<td>《<a>Capitol Purnishment: The Megadeth Years</a>》</td>
<td>캐피톨 레코드</td>
<td>66위</td>
<td>200,000(매진)</td>
<td>-
</td></tr>
<tr>
<td>2005년 6월 28일</td>
<td>《<a>Greatest Hits: Back to the Start</a>》</td>
<td>캐피톨 레코드</td>
<td>65위</td>
<td>249,000</td>
<td>-
</td></tr></tbody></table>",korquad2_chunk_000247078,,"[""korquad2_chunk_000507500"", ""korquad2_chunk_000518337"", ""korquad2_chunk_000533911"", ""korquad2_chunk_000436550"", ""korquad2_chunk_000175551"", ""korquad2_chunk_000350875"", ""korquad2_chunk_000535015"", ""korquad2_chunk_000216329"", ""korquad2_chunk_000446812"", ""korquad2_chunk_000021920""]","[""bm25"", ""hybrid""]",unlabeled,,,False,,,False
korquad2,korquad2_q_002173,comparison,삼국유사에서 서동의 금덩이를 신라 궁중으로 옮긴 사람은 누구지?,지명법사,korquad2_chunk_000251896,,"[""korquad2_chunk_000525857"", ""korquad2_chunk_000529536"", ""korquad2_chunk_000515273"", ""korquad2_chunk_000008340"", ""korquad2_chunk_000454462"", ""korquad2_chunk_000053398"", ""korquad2_chunk_000445879"", ""korquad2_chunk_000115878"", ""korquad2_chunk_000035222"", ""korquad2_chunk_000399197""]","[""bm25"", ""dense"", ""hybrid""]",expression_mismatch,,,False,,,False
korquad2,korquad2_q_002198,comparison,학술지의 수준을 평가하는 척도 중의 하나로 해당 잡지에 실린 한 논문이 일정 기간 동안 다른 논문들에 의해 몇 번이나 인용되었는지를 나타내는 수치를 무엇이라고 하나요?,Impact Factor,korquad2_chunk_000254055,,"[""korquad2_chunk_000212309"", ""korquad2_chunk_000224201"", ""korquad2_chunk_000436514"", ""korquad2_chunk_000344839"", ""korquad2_chunk_000072085"", ""korquad2_chunk_000112383"", ""korquad2_chunk_000384494"", ""korquad2_chunk_000171952"", ""korquad2_chunk_000274948"", ""korquad2_chunk_000518080""]","[""bm25"", ""dense"", ""hybrid""]",expression_mismatch,,,False,,,False
korquad2,korquad2_q_002212,how,2010년 2NE1의 각 차트별 노래 순위는 어떻게 될까?,"<table>
<tbody><tr>
<th>순위 (2010)
</th>
<th>Go Away
</th>
<th>Can't Nobody
</th>
<th>박수쳐
</th>
<th>아파 (Slow)
</th></tr>
<tr>
<td><a>가온 디지털 차트</a><sup><a>[10]</a></sup>
</td>
<td>4
</td>
<td>13
</td>
<td>51
</td>
<td>30
</td></tr>
<tr>
<td>가온 스트리밍 차트<sup><a>[10]</a></sup>
</td>
<td>14
</td>
<td>17
</td>
<td>64
</td>
<td>72
</td></tr>
<tr>
<td>가온 다운로드 차트<sup><a>[10]</a></sup>
</td>
<td>16
</td>
<td>20
</td>
<td>52
</td>
<td>62
</td></tr>
<tr>
<td><a>엠넷</a> 차트<sup><a>[11]</a></sup>
</td>
<td>8
</td>
<td>11
</td>
<td>57
</td>
<td>40
</td></tr>
</tbody></table>",korquad2_chunk_000254983,,"[""korquad2_chunk_000251148"", ""korquad2_chunk_000105004"", ""korquad2_chunk_000452908"", ""korquad2_chunk_000324847"", ""korquad2_chunk_000258674"", ""korquad2_chunk_000175551"", ""korquad2_chunk_000202326"", ""korquad2_chunk_000529614"", ""korquad2_chunk_000432979"", ""korquad2_chunk_000404456""]","[""bm25"", ""hybrid""]",abbreviation,,,False,,,False
korquad2,korquad2_q_002288,definition,글자가 없는 비석을 뜻하는 용어는?,무자비,korquad2_chunk_000264741,,"[""korquad2_chunk_000349449"", ""korquad2_chunk_000222502"", ""korquad2_chunk_000175955"", ""korquad2_chunk_000488397"", ""korquad2_chunk_000124830"", ""korquad2_chunk_000100318"", ""korquad2_chunk_000454208"", ""korquad2_chunk_000200364"", ""korquad2_chunk_000032520"", ""korquad2_chunk_000003597""]","[""bm25"", ""dense"", ""hybrid""]",unlabeled,,,False,,,False
korquad2,korquad2_q_002327,how,한쪽에서 DWR을 보내면 다른쪽은 어떻게 응답해야할까?,Device-Watchdog-Answer,korquad2_chunk_000268966,,"[""korquad2_chunk_000415633"", ""korquad2_chunk_000156025"", ""korquad2_chunk_000021920"", ""korquad2_chunk_000305237"", ""korquad2_chunk_000213025"", ""korquad2_chunk_000084622"", ""korquad2_chunk_000152430"", ""korquad2_chunk_000378359"", ""korquad2_chunk_000019045"", ""korquad2_chunk_000303765""]","[""bm25"", ""dense"", ""hybrid""]",abbreviation,,,False,,,False
korquad2,korquad2_q_002355,how,우즈베키스탄과 바레인의 최종 경기 기록은 어떻게 될까?,1-1,korquad2_chunk_000271209,,"[""korquad2_chunk_000119619"", ""korquad2_chunk_000064225"", ""korquad2_chunk_000384221"", ""korquad2_chunk_000326886"", ""korquad2_chunk_000464273"", ""korquad2_chunk_000036570"", ""korquad2_chunk_000447443"", ""korquad2_chunk_000173764"", ""korquad2_chunk_000511088"", ""korquad2_chunk_000284979""]","[""bm25"", ""hybrid""]",unlabeled,,,False,,,False
korquad2,korquad2_q_002448,how,달이 형성 과정에 대한 여러 가설 중 어떤 가설이 가장 잘 받아들여지고 있어?,<b>거대충돌 가설</b>,korquad2_chunk_000282999,,"[""korquad2_chunk_000171952"", ""korquad2_chunk_000162648"", ""korquad2_chunk_000385464"", ""korquad2_chunk_000385444"", ""korquad2_chunk_000385460"", ""korquad2_chunk_000069179"", ""korquad2_chunk_000385448"", ""korquad2_chunk_000385474"", ""korquad2_chunk_000188456"", ""korquad2_chunk_000385449""]","[""dense"", ""hybrid""]",expression_mismatch,,,False,,,False
korquad2,korquad2_q_002502,how,태양이 자외선을 복사하여 수분이 증기로 변화하는 과정에서 생겨난 결과물은 무엇일까?,수산화물 이온,korquad2_chunk_000290956,,"[""korquad2_chunk_000220187"", ""korquad2_chunk_000139846"", ""korquad2_chunk_000281781"", ""korquad2_chunk_000524467"", ""korquad2_chunk_000385464"", ""korquad2_chunk_000128064"", ""korquad2_chunk_000005845"", ""korquad2_chunk_000079267"", ""korquad2_chunk_000415945"", ""korquad2_chunk_000188456""]","[""bm25"", ""dense"", ""hybrid""]",expression_mismatch,,,False,,,False
korquad2,korquad2_q_002594,how,"땅을 춘경지, 추경지와 쉬는 땅으로 구분하여 돌아가며 농사짓는 방법을 무엇이라 하는가?",<a>삼포식 농업</a>,korquad2_chunk_000300014,,"[""korquad2_chunk_000391022"", ""korquad2_chunk_000461321"", ""korquad2_chunk_000468337"", ""korquad2_chunk_000078732"", ""korquad2_chunk_000199737"", ""korquad2_chunk_000423173"", ""korquad2_chunk_000003597"", ""korquad2_chunk_000280303"", ""korquad2_chunk_000453524"", ""korquad2_chunk_000318770""]","[""bm25"", ""dense"", ""hybrid""]",expression_mismatch,,,False,,,False
korquad2,korquad2_q_002607,comparison,삼국유사를 쓴 사람은 누구야?,<a>일연</a>,korquad2_chunk_000302458,,"[""korquad2_chunk_000454462"", ""korquad2_chunk_000150060"", ""korquad2_chunk_000529536"", ""korquad2_chunk_000131017"", ""korquad2_chunk_000295395"", ""korquad2_chunk_000239495"", ""korquad2_chunk_000515273"", ""korquad2_chunk_000053398"", ""korquad2_chunk_000035222"", ""korquad2_chunk_000252522""]","[""bm25"", ""dense"", ""hybrid""]",ellipsis,,,False,,,False
korquad2,korquad2_q_002663,yes_no,운행구간이 동서울-대전인 노선을 운행하는 운행사에는 어느곳이 있나요?,"<td><a>금호고속</a><br/><a>중앙고속</a><br/><a>천일고속</a><br/><a>한일고속</a>
</td>",korquad2_chunk_000308640,,"[""korquad2_chunk_000308642"", ""korquad2_chunk_000264916"", ""korquad2_chunk_000393732"", ""korquad2_chunk_000004633"", ""korquad2_chunk_000050684"", ""korquad2_chunk_000255817"", ""korquad2_chunk_000505782"", ""korquad2_chunk_000339196"", ""korquad2_chunk_000296935"", ""korquad2_chunk_000145744""]","[""bm25"", ""dense"", ""hybrid""]",expression_mismatch,,,False,,,False
korquad2,korquad2_q_002695,how,전류가 흐르지 않게 하려면 어떤방식을 써야돼?,시모스(CMOS),korquad2_chunk_000312340,,"[""korquad2_chunk_000396205"", ""korquad2_chunk_000321495"", ""korquad2_chunk_000005420"", ""korquad2_chunk_000444969"", ""korquad2_chunk_000216502"", ""korquad2_chunk_000137713"", ""korquad2_chunk_000313315"", ""korquad2_chunk_000428660"", ""korquad2_chunk_000117969"", ""korquad2_chunk_000317920""]","[""bm25"", ""dense"", ""hybrid""]",unlabeled,,,False,,,False
korquad2,korquad2_q_002698,how,주어진 문제를 해결하기 위해 그것을 다수의  하위 문제로 나누어 푼 다음 그 답들을 결합해서 최종 목적에 도달하는 방식의 접근을 일컫는 말은 무엇입니까?,동적 계획법,korquad2_chunk_000312627,,"[""korquad2_chunk_000317951"", ""korquad2_chunk_000484663"", ""korquad2_chunk_000514198"", ""korquad2_chunk_000020199"", ""korquad2_chunk_000488317"", ""korquad2_chunk_000375047"", ""korquad2_chunk_000171966"", ""korquad2_chunk_000198454"", ""korquad2_chunk_000171954"", ""korquad2_chunk_000097922""]","[""bm25"", ""dense"", ""hybrid""]",ellipsis,,,False,,,False
korquad2,korquad2_q_002730,how,교과중심 교육과정의 두가지 요소는 무엇일까?,"하나는 학문의 구조가 되는 지식 체계이고 다른 하나는 학생의 준비성, 성숙, 사전학습에 따른 알맞은 교육 차원의 배열이다.",korquad2_chunk_000315664,,"[""korquad2_chunk_000536650"", ""korquad2_chunk_000529365"", ""korquad2_chunk_000097922"", ""korquad2_chunk_000261211"", ""korquad2_chunk_000261212"", ""korquad2_chunk_000484574"", ""korquad2_chunk_000536653"", ""korquad2_chunk_000289120"", ""korquad2_chunk_000060389"", ""korquad2_chunk_000060388""]","[""bm25"", ""dense"", ""hybrid""]",unlabeled,,,False,,,False
korquad2,korquad2_q_002759,comparison,"암살 천사라는 또 다른 이름을 갖고 있으며, 혁명기의 파리를 떠들썩하게 한 인물은?",<a>샤를로트 코르데</a>,korquad2_chunk_000318991,,"[""korquad2_chunk_000189370"", ""korquad2_chunk_000142222"", ""korquad2_chunk_000030593"", ""korquad2_chunk_000278385"", ""korquad2_chunk_000438806"", ""korquad2_chunk_000367713"", ""korquad2_chunk_000125943"", ""korquad2_chunk_000285850"", ""korquad2_chunk_000203293"", ""korquad2_chunk_000218734""]","[""dense"", ""hybrid""]",expression_mismatch,,,False,,,False
korquad2,korquad2_q_002775,comparison,모든 동일성을 차이성의 결과로 본 이 철학자의 이름은 무엇입니까?,들뢰즈,korquad2_chunk_000320476,,"[""korquad2_chunk_000298949"", ""korquad2_chunk_000194111"", ""korquad2_chunk_000091091"", ""korquad2_chunk_000063732"", ""korquad2_chunk_000499539"", ""korquad2_chunk_000459970"", ""korquad2_chunk_000463789"", ""korquad2_chunk_000222502"", ""korquad2_chunk_000098963"", ""korquad2_chunk_000495265""]","[""bm25"", ""dense"", ""hybrid""]",expression_mismatch,,,False,,,False
korquad2,korquad2_q_002896,why,"'달의 몰락', '왜 그래', '춘천 가는 기차', '연애' 등의 곡으로 유명한 대한민국의 가수는 누구일까?",김,korquad2_chunk_000334009,,"[""korquad2_chunk_000290608"", ""korquad2_chunk_000313872"", ""korquad2_chunk_000019576"", ""korquad2_chunk_000448688"", ""korquad2_chunk_000386505"", ""korquad2_chunk_000082748"", ""korquad2_chunk_000435862"", ""korquad2_chunk_000500440"", ""korquad2_chunk_000248120"", ""korquad2_chunk_000519441""]","[""dense"", ""hybrid""]",expression_mismatch,,,False,,,False
korquad2,korquad2_q_002907,how,절차적으로 공정하지 못한 일이 많이 일어날수록 조직원들은 조직의 무엇을 잘 따르지 않게 될까?,규범,korquad2_chunk_000335343,,"[""korquad2_chunk_000239011"", ""korquad2_chunk_000239018"", ""korquad2_chunk_000239044"", ""korquad2_chunk_000211314"", ""korquad2_chunk_000211298"", ""korquad2_chunk_000211315"", ""korquad2_chunk_000239039"", ""korquad2_chunk_000145570"", ""korquad2_chunk_000239014"", ""korquad2_chunk_000239028""]","[""bm25"", ""hybrid""]",expression_mismatch,,,False,,,False
korquad2,korquad2_q_002923,how,캐나다에서 쓰이는 Ross 소총의 작동방식은?,<a>볼트 액션</a>,korquad2_chunk_000336254,,"[""korquad2_chunk_000143495"", ""korquad2_chunk_000236857"", ""korquad2_chunk_000461867"", ""korquad2_chunk_000317035"", ""korquad2_chunk_000113003"", ""korquad2_chunk_000216204"", ""korquad2_chunk_000482796"", ""korquad2_chunk_000516849"", ""korquad2_chunk_000133393"", ""korquad2_chunk_000315204""]","[""bm25"", ""hybrid""]",unlabeled,,,False,,,False
korquad2,korquad2_q_002928,why,HVDC는 다른 송전방식에 비해 왜 신뢰성이 떨어져?,여러 변환 장비들,korquad2_chunk_000336530,,"[""korquad2_chunk_000242887"", ""korquad2_chunk_000010990"", ""korquad2_chunk_000385645"", ""korquad2_chunk_000297527"", ""korquad2_chunk_000419611"", ""korquad2_chunk_000075711"", ""korquad2_chunk_000270007"", ""korquad2_chunk_000287836"", ""korquad2_chunk_000198961"", ""korquad2_chunk_000508446""]","[""bm25"", ""dense"", ""hybrid""]",abbreviation,,,False,,,False
korquad2,korquad2_q_002952,why,우왕때 북벌정벌을 추진한 원인은 무엇인가요?,"<p><a>1388년</a>, <a>명나라</a> <a>홍무제 주원장</a>의 요구로 “철령(鐵嶺)을 따라 이어진 북쪽과 동쪽과 서쪽은 원래 개원로(開元路)에서 관할하던 군민(軍民)이 소속해 있던 곳이니, 중국인·여진인(女眞人)·달달인(達達人)·고려인(高麗人)을 그대로 <a>요동</a>(遼東)에 소속시켜야 된다.”라는 친서가 전해졌다. 철령 이북의 고려 영토를 원나라 영토였다는 이유로 반환하라는 이같은 요구가 이르자 명나라와의 실력 대결을 준비하게 된 것이다.
</p><p><a>고려</a>는 <a>1369년</a>(<a>공민왕</a> 18)부터 명나라와 외교관계를 맺어왔는데, 우왕 때의 친원정책 이후 명나라는 무리한 세공(歲貢)을 요구하고 고려 사신의 입국을 거절하는 등 고압적인 태도를 보이기 일수였다. 요동은 남만주 요하(遼河)의 동쪽 지방으로, 1360~70년대 초에 고려는 이 지역의 원나라 세력을 몰아내고 이곳에 살고 있던 고려인들에게까지 통치 영역을 넓히고자 세 차례 출정해 일정한 성과를 거둔 적이 있었다.
</p>",korquad2_chunk_000339680,,"[""korquad2_chunk_000494724"", ""korquad2_chunk_000416602"", ""korquad2_chunk_000310676"", ""korquad2_chunk_000388422"", ""korquad2_chunk_000183818"", ""korquad2_chunk_000390041"", ""korquad2_chunk_000506987"", ""korquad2_chunk_000172033"", ""korquad2_chunk_000468159"", ""korquad2_chunk_000515273""]","[""bm25"", ""dense"", ""hybrid""]",unlabeled,,,False,,,False
korquad2,korquad2_q_002967,why,가문비 나무로 만든 우쿨렐레가 소리가 작고 음울하다는 이유로 많은 관심을 받지 못하자 마틴은 이 나무로 우쿨렐레를 만들게 되었는데 이 나무는 무엇인가?,<a>마호가니</a>를,korquad2_chunk_000342610,,"[""korquad2_chunk_000078732"", ""korquad2_chunk_000063732"", ""korquad2_chunk_000342609"", ""korquad2_chunk_000369801"", ""korquad2_chunk_000188177"", ""korquad2_chunk_000138706"", ""korquad2_chunk_000248120"", ""korquad2_chunk_000252751"", ""korquad2_chunk_000264444"", ""korquad2_chunk_000205089""]","[""bm25"", ""dense"", ""hybrid""]",expression_mismatch,,,False,,,False
korquad2,korquad2_q_003118,yes_no,라이온은 어느 애니메이션의 테마노래인가?,마크로스F』,korquad2_chunk_000359160,,"[""korquad2_chunk_000225336"", ""korquad2_chunk_000498634"", ""korquad2_chunk_000445728"", ""korquad2_chunk_000270308"", ""korquad2_chunk_000091924"", ""korquad2_chunk_000152678"", ""korquad2_chunk_000106250"", ""korquad2_chunk_000102728"", ""korquad2_chunk_000191535"", ""korquad2_chunk_000404456""]","[""bm25"", ""dense"", ""hybrid""]",ellipsis,,,False,,,False
korquad2,korquad2_q_003158,why,야세르 아라파트 전 대통령 사망 당시 시신에서 발견되어 독살 가능성 제기의 원인이 된 것은?,폴로늄-210,korquad2_chunk_000364045,,"[""korquad2_chunk_000065698"", ""korquad2_chunk_000523669"", ""korquad2_chunk_000381747"", ""korquad2_chunk_000247549"", ""korquad2_chunk_000177053"", ""korquad2_chunk_000183776"", ""korquad2_chunk_000165750"", ""korquad2_chunk_000390041"", ""korquad2_chunk_000477706"", ""korquad2_chunk_000367713""]","[""bm25"", ""dense"", ""hybrid""]",expression_mismatch,,,False,,,False
korquad2,korquad2_q_003221,how,개인수요곡선을 합하려면 어떻게 구한 합이야?,수평합,korquad2_chunk_000372032,,"[""korquad2_chunk_000021920"", ""korquad2_chunk_000242085"", ""korquad2_chunk_000404516"", ""korquad2_chunk_000067002"", ""korquad2_chunk_000288756"", ""korquad2_chunk_000218489"", ""korquad2_chunk_000434032"", ""korquad2_chunk_000289120"", ""korquad2_chunk_000459970"", ""korquad2_chunk_000215592""]","[""bm25"", ""dense"", ""hybrid""]",unlabeled,,,False,,,False
korquad2,korquad2_q_003448,why,"항성의 질량이 작을 때, 중심 핵 온도의 밀도가 높아지는 이유로 플라스마 전자가 일으키는 현상을 무엇이라고 할까?",페르미 축퇴,korquad2_chunk_000399588,,"[""korquad2_chunk_000358540"", ""korquad2_chunk_000358339"", ""korquad2_chunk_000362263"", ""korquad2_chunk_000139846"", ""korquad2_chunk_000362455"", ""korquad2_chunk_000069179"", ""korquad2_chunk_000358326"", ""korquad2_chunk_000401317"", ""korquad2_chunk_000141461"", ""korquad2_chunk_000368833""]","[""bm25"", ""dense"", ""hybrid""]",expression_mismatch,,,False,,,False
korquad2,korquad2_q_003454,why,토모야가 전해들은 아오이의 사망 원인은 뭐지?,<a>비행기</a> 사고,korquad2_chunk_000400891,,"[""korquad2_chunk_000165750"", ""korquad2_chunk_000302779"", ""korquad2_chunk_000324171"", ""korquad2_chunk_000427362"", ""korquad2_chunk_000430543"", ""korquad2_chunk_000043474"", ""korquad2_chunk_000200396"", ""korquad2_chunk_000381747"", ""korquad2_chunk_000454204"", ""korquad2_chunk_000150946""]","[""bm25"", ""dense"", ""hybrid""]",unlabeled,,,False,,,False
korquad2,korquad2_q_003613,definition,박정희 대통령이 독일에 방문하였을 때 독일과 맺은 협정의 명칭은?,한·독 경제협력협정,korquad2_chunk_000419298,,"[""korquad2_chunk_000102284"", ""korquad2_chunk_000234124"", ""korquad2_chunk_000313872"", ""korquad2_chunk_000188705"", ""korquad2_chunk_000444001"", ""korquad2_chunk_000085033"", ""korquad2_chunk_000518592"", ""korquad2_chunk_000188694"", ""korquad2_chunk_000424220"", ""korquad2_chunk_000102298""]","[""bm25"", ""dense"", ""hybrid""]",expression_mismatch,,,False,,,False
korquad2,korquad2_q_003652,how,해기스라는 요리는 어떤 방식으로 만들어?,"양과 송아지의 내장과 <a>오트밀</a>, <a>향신료</a>를 섞어 양과 송아지 위장에 채워넣어 삶아 만든다.",korquad2_chunk_000423619,,"[""korquad2_chunk_000464124"", ""korquad2_chunk_000475139"", ""korquad2_chunk_000341074"", ""korquad2_chunk_000114542"", ""korquad2_chunk_000101479"", ""korquad2_chunk_000332511"", ""korquad2_chunk_000222502"", ""korquad2_chunk_000035099"", ""korquad2_chunk_000266440"", ""korquad2_chunk_000032462""]","[""bm25"", ""dense"", ""hybrid""]",unlabeled,,,False,,,False
korquad2,korquad2_q_003667,why,FAMAS의 F1이랑 G2에 상부 총열덮개가 있는 이유는?,빠른 연사속도를 제어하기 위한 것으로 생각된다,korquad2_chunk_000424698,,"[""korquad2_chunk_000470617"", ""korquad2_chunk_000075711"", ""korquad2_chunk_000295179"", ""korquad2_chunk_000152540"", ""korquad2_chunk_000097690"", ""korquad2_chunk_000450706"", ""korquad2_chunk_000014011"", ""korquad2_chunk_000052429"", ""korquad2_chunk_000081287"", ""korquad2_chunk_000174168""]","[""bm25"", ""dense"", ""hybrid""]",abbreviation,,,False,,,False
korquad2,korquad2_q_003781,definition,노키자카46 노래인 안녕의 의미의 작사가의 이름은?,아키모토 야스시,korquad2_chunk_000437975,,"[""korquad2_chunk_000150946"", ""korquad2_chunk_000100873"", ""korquad2_chunk_000000904"", ""korquad2_chunk_000248120"", ""korquad2_chunk_000117683"", ""korquad2_chunk_000149251"", ""korquad2_chunk_000051491"", ""korquad2_chunk_000519441"", ""korquad2_chunk_000223092"", ""korquad2_chunk_000135281""]","[""dense"", ""hybrid""]",temporal_numeric,,,False,,,False
korquad2,korquad2_q_003784,why,헌법규범 사이의 서열이 정당화되는 이유가 뭐야?,추상적 가치규범의 구체화,korquad2_chunk_000438573,,"[""korquad2_chunk_000111730"", ""korquad2_chunk_000075711"", ""korquad2_chunk_000016268"", ""korquad2_chunk_000493000"", ""korquad2_chunk_000405957"", ""korquad2_chunk_000032386"", ""korquad2_chunk_000466847"", ""korquad2_chunk_000317811"", ""korquad2_chunk_000517662"", ""korquad2_chunk_000417801""]","[""bm25"", ""dense"", ""hybrid""]",unlabeled,,,False,,,False
korquad2,korquad2_q_003813,why,시아파들이 후세인 모스크를 중요하게 여기는 이유는 무엇이 있기 때문일까?,이븐 알리의 목,korquad2_chunk_000441847,,"[""korquad2_chunk_000470617"", ""korquad2_chunk_000075711"", ""korquad2_chunk_000378875"", ""korquad2_chunk_000128913"", ""korquad2_chunk_000494786"", ""korquad2_chunk_000173399"", ""korquad2_chunk_000439409"", ""korquad2_chunk_000535650"", ""korquad2_chunk_000203293"", ""korquad2_chunk_000246795""]","[""bm25"", ""dense"", ""hybrid""]",expression_mismatch,,,False,,,False
korquad2,korquad2_q_003852,how,석사과정이 가장 적은 원 이름은?,협동과정,korquad2_chunk_000445358,,"[""korquad2_chunk_000132383"", ""korquad2_chunk_000514925"", ""korquad2_chunk_000440856"", ""korquad2_chunk_000222502"", ""korquad2_chunk_000168561"", ""korquad2_chunk_000128064"", ""korquad2_chunk_000378177"", ""korquad2_chunk_000404516"", ""korquad2_chunk_000071349"", ""korquad2_chunk_000536653""]","[""bm25"", ""dense"", ""hybrid""]",unlabeled,,,False,,,False
korquad2,korquad2_q_004110,why,에픽하이는 2017년에 아이유가 피처링을 하면서 이 곡으로 수상한 적이 있다. 이 곡은 무엇인가?,연애소설,korquad2_chunk_000475989,,"[""korquad2_chunk_000024984"", ""korquad2_chunk_000290995"", ""korquad2_chunk_000269433"", ""korquad2_chunk_000150182"", ""korquad2_chunk_000429849"", ""korquad2_chunk_000295433"", ""korquad2_chunk_000330126"", ""korquad2_chunk_000433639"", ""korquad2_chunk_000484531"", ""korquad2_chunk_000404456""]","[""bm25"", ""dense"", ""hybrid""]",temporal_numeric,,,False,,,False
korquad2,korquad2_q_004402,why,2011년 결성된 MWC는 왜 해체했을까?,군입대 문제,korquad2_chunk_000508083,,"[""korquad2_chunk_000261848"", ""korquad2_chunk_000415820"", ""korquad2_chunk_000237038"", ""korquad2_chunk_000538654"", ""korquad2_chunk_000093986"", ""korquad2_chunk_000269168"", ""korquad2_chunk_000226203"", ""korquad2_chunk_000370719"", ""korquad2_chunk_000198961"", ""korquad2_chunk_000050699""]","[""bm25"", ""dense"", ""hybrid""]",abbreviation,,,False,,,False
korquad2,korquad2_q_004452,why,2차 대전이 일어난 이유는?,독일의 폴란드 침략,korquad2_chunk_000513457,,"[""korquad2_chunk_000495423"", ""korquad2_chunk_000528433"", ""korquad2_chunk_000468364"", ""korquad2_chunk_000447434"", ""korquad2_chunk_000277262"", ""korquad2_chunk_000204860"", ""korquad2_chunk_000128913"", ""korquad2_chunk_000006798"", ""korquad2_chunk_000023226"", ""korquad2_chunk_000336809""]","[""bm25"", ""dense"", ""hybrid""]",temporal_numeric,,,False,,,False
korquad2,korquad2_q_004564,how,허더즈필드의 리즈 로드 경기장에서 치러진 원정경기의 결과는 어떻게 되었나?,무승부,korquad2_chunk_000516868,,"[""korquad2_chunk_000058353"", ""korquad2_chunk_000516872"", ""korquad2_chunk_000068601"", ""korquad2_chunk_000530641"", ""korquad2_chunk_000160200"", ""korquad2_chunk_000498478"", ""korquad2_chunk_000442025"", ""korquad2_chunk_000027816"", ""korquad2_chunk_000115184"", ""korquad2_chunk_000332156""]","[""bm25"", ""dense"", ""hybrid""]",expression_mismatch,,,False,,,False
korquad2,korquad2_q_004627,yes_no,가장 오래된 뱀 화석은 어느 시대의 것인가?,백악기,korquad2_chunk_000517217,,"[""korquad2_chunk_000480239"", ""korquad2_chunk_000327659"", ""korquad2_chunk_000071398"", ""korquad2_chunk_000039011"", ""korquad2_chunk_000473450"", ""korquad2_chunk_000162648"", ""korquad2_chunk_000157684"", ""korquad2_chunk_000115878"", ""korquad2_chunk_000082289"", ""korquad2_chunk_000292079""]","[""bm25"", ""dense"", ""hybrid""]",unlabeled,,,False,,,False
